vial_id,temperature,diet,sex,rep,ind,lifespan,status
27,21,1,male,7,4,68,1
27,21,1,male,7,5,84,1
27,21,1,male,7,6,94,1
27,21,1,male,7,7,103,1
27,21,1,male,7,8,105,1
27,21,1,male,7,9,110,1
27,21,1,male,7,10,117,1
28,21,1,male,8,1,40,1
28,21,1,male,8,2,45,1
28,21,1,male,8,3,52,1
28,21,1,male,8,4,63,1
28,21,1,male,8,5,68,1
28,21,1,male,8,6,80,1
28,21,1,male,8,7,84,1
28,21,1,male,8,8,94,1
28,21,1,male,8,9,94,1
28,21,1,male,8,10,115,1
29,21,1,male,9,1,35,1
29,21,1,male,9,2,59,1
29,21,1,male,9,3,59,1
29,21,1,male,9,4,63,1
29,21,1,male,9,5,63,1
29,21,1,male,9,6,68,1
29,21,1,male,9,7,68,1
29,21,1,male,9,8,80,1
29,21,1,male,9,9,80,1
29,21,1,male,9,10,91,1
30,21,1,male,10,1,28,1
30,21,1,male,10,2,56,1
30,21,1,male,10,3,56,1
30,21,1,male,10,4,68,1
30,21,1,male,10,5,68,1
30,21,1,male,10,6,77,1
30,21,1,male,10,7,87,1
30,21,1,male,10,8,94,1
30,21,1,male,10,9,94,1
30,21,1,male,10,10,126,1
31,21,1,female,1,1,80,1
31,21,1,female,1,2,84,1
31,21,1,female,1,3,119,1
31,21,1,female,1,4,124,1
31,21,1,female,1,5,126,1
31,21,1,female,1,6,126,1
31,21,1,female,1,7,126,1
31,21,1,female,1,8,131,1
31,21,1,female,1,9,133,1
31,21,1,female,1,10,146,1
32,21,1,female,2,1,96,1
32,21,1,female,2,2,98,1
32,21,1,female,2,3,122,1
32,21,1,female,2,4,124,1
32,21,1,female,2,5,126,1
32,21,1,female,2,6,129,1
32,21,1,female,2,7,129,1
32,21,1,female,2,8,131,1
32,21,1,female,2,9,136,1
32,21,1,female,2,10,143,1
33,21,1,female,3,1,115,1
33,21,1,female,3,2,115,1
33,21,1,female,3,3,122,1
33,21,1,female,3,4,124,1
33,21,1,female,3,5,126,1
33,21,1,female,3,6,126,1
33,21,1,female,3,7,129,1
33,21,1,female,3,8,131,1
33,21,1,female,3,9,131,1
33,21,1,female,3,10,131,1
34,21,1,female,4,1,77,1
34,21,1,female,4,2,87,1
34,21,1,female,4,3,98,1
34,21,1,female,4,4,105,1
34,21,1,female,4,5,122,1
34,21,1,female,4,6,126,1
34,21,1,female,4,7,126,1
34,21,1,female,4,8,129,1
34,21,1,female,4,9,131,1
34,21,1,female,4,10,138,1
35,21,1,female,5,1,17,1
35,21,1,female,5,2,103,1
35,21,1,female,5,3,112,1
35,21,1,female,5,4,119,1
35,21,1,female,5,5,126,1
35,21,1,female,5,6,129,1
35,21,1,female,5,7,129,1
35,21,1,female,5,8,131,1
35,21,1,female,5,9,136,1
35,21,1,female,5,10,136,1
36,21,1,female,6,1,77,1
36,21,1,female,6,2,103,1
36,21,1,female,6,3,124,1
36,21,1,female,6,4,126,1
36,21,1,female,6,5,126,1
36,21,1,female,6,6,131,1
36,21,1,female,6,7,136,1
36,21,1,female,6,8,138,1
36,21,1,female,6,9,140,1
36,21,1,female,6,10,140,1
37,21,1,female,7,1,28,1
37,21,1,female,7,2,103,1
37,21,1,female,7,3,110,1
37,21,1,female,7,4,124,1
37,21,1,female,7,5,126,1
37,21,1,female,7,6,129,1
37,21,1,female,7,7,129,1
37,21,1,female,7,8,138,1
37,21,1,female,7,9,138,1
37,21,1,female,7,10,143,1
38,21,1,female,8,1,31,1
38,21,1,female,8,2,108,1
38,21,1,female,8,3,112,1
38,21,1,female,8,4,119,1
38,21,1,female,8,5,122,1
38,21,1,female,8,6,124,1
38,21,1,female,8,7,126,1
38,21,1,female,8,8,126,1
38,21,1,female,8,9,129,1
38,21,1,female,8,10,143,1
39,21,1,female,9,1,101,1
39,21,1,female,9,2,105,1
39,21,1,female,9,3,115,1
39,21,1,female,9,4,122,1
39,21,1,female,9,5,126,1
39,21,1,female,9,6,126,1
39,21,1,female,9,7,129,1
39,21,1,female,9,8,129,1
39,21,1,female,9,9,136,1
39,21,1,female,9,10,146,1
40,21,1,female,10,1,84,1
40,21,1,female,10,2,91,1
40,21,1,female,10,3,108,1
40,21,1,female,10,4,112,1
40,21,1,female,10,5,126,1
40,21,1,female,10,6,126,1
40,21,1,female,10,7,131,1
40,21,1,female,10,8,131,1
40,21,1,female,10,9,136,1
40,21,1,female,10,10,146,1
41,21,1.5,male,1,1,63,1
41,21,1.5,male,1,2,63,1
41,21,1.5,male,1,3,70,1
41,21,1.5,male,1,4,70,1
41,21,1.5,male,1,5,75,1
41,21,1.5,male,1,6,82,1
41,21,1.5,male,1,7,89,1
41,21,1.5,male,1,8,94,1
41,21,1.5,male,1,9,98,1
41,21,1.5,male,1,10,112,1
42,21,1.5,male,2,1,49,1
42,21,1.5,male,2,2,66,1
42,21,1.5,male,2,3,75,1
42,21,1.5,male,2,4,82,1
42,21,1.5,male,2,5,84,1
42,21,1.5,male,2,6,87,1
42,21,1.5,male,2,7,94,1
42,21,1.5,male,2,8,94,1
42,21,1.5,male,2,9,112,1
42,21,1.5,male,2,10,115,1
43,21,1.5,male,3,1,49,1
43,21,1.5,male,3,2,56,1
43,21,1.5,male,3,3,63,1
43,21,1.5,male,3,4,66,1
43,21,1.5,male,3,5,82,1
43,21,1.5,male,3,6,89,1
43,21,1.5,male,3,7,94,1
43,21,1.5,male,3,8,94,1
43,21,1.5,male,3,9,94,1
43,21,1.5,male,3,10,101,1
44,21,1.5,male,4,1,49,1
44,21,1.5,male,4,2,54,1
44,21,1.5,male,4,3,54,1
44,21,1.5,male,4,4,59,1
44,21,1.5,male,4,5,73,1
44,21,1.5,male,4,6,75,1
44,21,1.5,male,4,7,82,1
44,21,1.5,male,4,8,84,1
44,21,1.5,male,4,9,87,1
44,21,1.5,male,4,10,98,1
45,21,1.5,male,5,1,38,1
45,21,1.5,male,5,2,49,1
45,21,1.5,male,5,3,49,1
45,21,1.5,male,5,4,80,1
45,21,1.5,male,5,5,87,1
45,21,1.5,male,5,6,87,1
45,21,1.5,male,5,7,94,1
45,21,1.5,male,5,8,110,1
45,21,1.5,male,5,9,122,1
45,21,1.5,male,5,10,129,1
46,21,1.5,male,6,1,66,1
46,21,1.5,male,6,2,70,1
46,21,1.5,male,6,3,73,1
46,21,1.5,male,6,4,73,1
46,21,1.5,male,6,5,82,1
46,21,1.5,male,6,6,87,1
46,21,1.5,male,6,7,87,1
46,21,1.5,male,6,8,87,1
46,21,1.5,male,6,9,77,1
46,21,1.5,male,6,10,94,1
47,21,1.5,male,7,1,56,1
47,21,1.5,male,7,2,59,1
47,21,1.5,male,7,3,66,1
47,21,1.5,male,7,4,66,1
47,21,1.5,male,7,5,68,1
47,21,1.5,male,7,6,77,1
47,21,1.5,male,7,7,84,1
47,21,1.5,male,7,8,96,1
47,21,1.5,male,7,9,101,1
47,21,1.5,male,7,10,122,1
48,21,1.5,male,8,1,54,1
48,21,1.5,male,8,2,56,1
48,21,1.5,male,8,3,59,1
48,21,1.5,male,8,4,61,1
48,21,1.5,male,8,5,63,1
48,21,1.5,male,8,6,63,1
48,21,1.5,male,8,7,63,1
48,21,1.5,male,8,8,73,1
48,21,1.5,male,8,9,87,1
48,21,1.5,male,8,10,89,1
49,21,1.5,male,9,1,47,1
49,21,1.5,male,9,2,52,1
49,21,1.5,male,9,3,56,1
49,21,1.5,male,9,4,56,1
49,21,1.5,male,9,5,68,1
49,21,1.5,male,9,6,70,1
49,21,1.5,male,9,7,73,1
49,21,1.5,male,9,8,77,1
49,21,1.5,male,9,9,94,1
49,21,1.5,male,9,10,105,1
50,21,1.5,male,10,1,56,1
50,21,1.5,male,10,2,63,1
50,21,1.5,male,10,3,68,1
50,21,1.5,male,10,4,73,1
50,21,1.5,male,10,5,75,1
50,21,1.5,male,10,6,84,1
50,21,1.5,male,10,7,87,1
50,21,1.5,male,10,8,87,1
50,21,1.5,male,10,9,87,1
50,21,1.5,male,10,10,101,1
51,21,1.5,female,1,1,101,1
51,21,1.5,female,1,2,112,1
51,21,1.5,female,1,3,122,1
51,21,1.5,female,1,4,126,1
51,21,1.5,female,1,5,126,1
51,21,1.5,female,1,6,131,1
51,21,1.5,female,1,7,133,1
51,21,1.5,female,1,8,136,1
51,21,1.5,female,1,9,138,1
51,21,1.5,female,1,10,143,1
52,21,1.5,female,2,1,101,1
52,21,1.5,female,2,2,108,1
52,21,1.5,female,2,3,112,1
52,21,1.5,female,2,4,122,1
52,21,1.5,female,2,5,122,1
52,21,1.5,female,2,6,124,1
52,21,1.5,female,2,7,129,1
52,21,1.5,female,2,8,138,1
52,21,1.5,female,2,9,140,1
52,21,1.5,female,2,10,140,1
53,21,1.5,female,3,1,80,1
53,21,1.5,female,3,2,101,1
53,21,1.5,female,3,3,110,1
53,21,1.5,female,3,4,115,1
53,21,1.5,female,3,5,115,1
53,21,1.5,female,3,6,126,1
53,21,1.5,female,3,7,131,1
53,21,1.5,female,3,8,131,1
53,21,1.5,female,3,9,131,1
53,21,1.5,female,3,10,136,1
54,21,1.5,female,4,1,94,1
54,21,1.5,female,4,2,101,1
54,21,1.5,female,4,3,110,1
54,21,1.5,female,4,4,119,1
54,21,1.5,female,4,5,124,1
54,21,1.5,female,4,6,129,1
54,21,1.5,female,4,7,136,1
54,21,1.5,female,4,8,136,1
54,21,1.5,female,4,9,140,1
54,21,1.5,female,4,10,143,1
55,21,1.5,female,5,1,96,1
55,21,1.5,female,5,2,115,1
55,21,1.5,female,5,3,115,1
55,21,1.5,female,5,4,124,1
55,21,1.5,female,5,5,126,1
55,21,1.5,female,5,6,129,1
55,21,1.5,female,5,7,133,1
55,21,1.5,female,5,8,133,1
55,21,1.5,female,5,9,143,1
55,21,1.5,female,5,10,146,1
56,21,1.5,female,6,1,110,1
56,21,1.5,female,6,2,115,1
56,21,1.5,female,6,3,119,1
56,21,1.5,female,6,4,122,1
56,21,1.5,female,6,5,124,1
56,21,1.5,female,6,6,129,1
56,21,1.5,female,6,7,133,1
56,21,1.5,female,6,8,143,1
56,21,1.5,female,6,9,143,1
56,21,1.5,female,6,10,150,1
57,21,1.5,female,7,1,110,1
57,21,1.5,female,7,2,115,1
57,21,1.5,female,7,3,119,1
57,21,1.5,female,7,4,124,1
57,21,1.5,female,7,5,126,1
57,21,1.5,female,7,6,133,1
57,21,1.5,female,7,7,140,1
57,21,1.5,female,7,8,143,1
57,21,1.5,female,7,9,145,1
57,21,1.5,female,7,10,152,1
58,21,1.5,female,8,1,103,1
58,21,1.5,female,8,2,108,1
58,21,1.5,female,8,3,119,1
58,21,1.5,female,8,4,119,1
58,21,1.5,female,8,5,129,1
58,21,1.5,female,8,6,133,1
58,21,1.5,female,8,7,133,1
58,21,1.5,female,8,8,140,1
58,21,1.5,female,8,9,140,1
58,21,1.5,female,8,10,146,1
59,21,1.5,female,9,1,26,1
59,21,1.5,female,9,2,94,1
59,21,1.5,female,9,3,126,1
59,21,1.5,female,9,4,131,1
59,21,1.5,female,9,5,131,1
59,21,1.5,female,9,6,131,1
59,21,1.5,female,9,7,133,1
59,21,1.5,female,9,8,133,1
59,21,1.5,female,9,9,138,1
59,21,1.5,female,9,10,140,1
60,21,1.5,female,10,1,19,1
60,21,1.5,female,10,2,77,1
60,21,1.5,female,10,3,87,1
60,21,1.5,female,10,4,98,1
60,21,1.5,female,10,5,108,1
60,21,1.5,female,10,6,115,1
60,21,1.5,female,10,7,119,1
60,21,1.5,female,10,8,126,1
60,21,1.5,female,10,9,129,1
60,21,1.5,female,10,10,131,1
61,23,0.4,male,1,1,38,1
61,23,0.4,male,1,2,38,1
61,23,0.4,male,1,3,45,1
61,23,0.4,male,1,4,47,1
61,23,0.4,male,1,5,49,1
61,23,0.4,male,1,6,49,1
61,23,0.4,male,1,7,56,1
61,23,0.4,male,1,8,56,1
61,23,0.4,male,1,9,63,1
61,23,0.4,male,1,10,73,1
62,23,0.4,male,2,1,12,1
62,23,0.4,male,2,2,26,1
62,23,0.4,male,2,3,35,1
62,23,0.4,male,2,4,42,1
62,23,0.4,male,2,5,42,1
62,23,0.4,male,2,6,45,1
62,23,0.4,male,2,7,45,1
62,23,0.4,male,2,8,45,1
62,23,0.4,male,2,9,52,1
62,23,0.4,male,2,10,56,1
63,23,0.4,male,3,1,21,1
63,23,0.4,male,3,2,35,1
63,23,0.4,male,3,3,42,1
63,23,0.4,male,3,4,45,1
63,23,0.4,male,3,5,59,1
63,23,0.4,male,3,6,59,1
63,23,0.4,male,3,7,59,1
63,23,0.4,male,3,8,59,1
63,23,0.4,male,3,9,61,1
63,23,0.4,male,3,10,66,1
64,23,0.4,male,4,1,38,1
64,23,0.4,male,4,2,38,1
64,23,0.4,male,4,3,38,1
64,23,0.4,male,4,4,40,1
64,23,0.4,male,4,5,42,1
64,23,0.4,male,4,6,45,1
64,23,0.4,male,4,7,47,1
64,23,0.4,male,4,8,52,1
64,23,0.4,male,4,9,61,1
64,23,0.4,male,4,10,61,1
65,23,0.4,male,5,1,26,1
65,23,0.4,male,5,2,31,1
65,23,0.4,male,5,3,42,1
65,23,0.4,male,5,4,42,1
65,23,0.4,male,5,5,45,1
65,23,0.4,male,5,6,47,1
65,23,0.4,male,5,7,54,1
65,23,0.4,male,5,8,54,1
65,23,0.4,male,5,9,56,1
65,23,0.4,male,5,10,59,1
66,23,0.4,male,6,1,21,1
66,23,0.4,male,6,2,40,1
66,23,0.4,male,6,3,40,1
66,23,0.4,male,6,4,42,1
66,23,0.4,male,6,5,45,1
66,23,0.4,male,6,6,47,1
66,23,0.4,male,6,7,49,1
66,23,0.4,male,6,8,54,1
66,23,0.4,male,6,9,54,1
66,23,0.4,male,6,10,54,1
67,23,0.4,male,7,1,17,1
67,23,0.4,male,7,2,42,1
67,23,0.4,male,7,3,47,1
67,23,0.4,male,7,4,47,1
67,23,0.4,male,7,5,49,1
67,23,0.4,male,7,6,52,1
67,23,0.4,male,7,7,52,1
67,23,0.4,male,7,8,63,1
67,23,0.4,male,7,9,66,1
67,23,0.4,male,7,10,73,1
68,23,0.4,male,8,1,24,1
68,23,0.4,male,8,2,47,1
68,23,0.4,male,8,3,47,1
68,23,0.4,male,8,4,49,1
68,23,0.4,male,8,5,49,1
68,23,0.4,male,8,6,52,1
68,23,0.4,male,8,7,54,1
68,23,0.4,male,8,8,63,1
68,23,0.4,male,8,9,66,1
68,23,0.4,male,8,10,68,1
69,23,0.4,male,9,1,40,1
69,23,0.4,male,9,2,42,1
69,23,0.4,male,9,3,45,1
69,23,0.4,male,9,4,45,1
69,23,0.4,male,9,5,47,1
69,23,0.4,male,9,6,52,1
69,23,0.4,male,9,7,52,1
69,23,0.4,male,9,8,59,1
69,23,0.4,male,9,9,61,1
69,23,0.4,male,9,10,73,1
70,23,0.4,male,10,1,31,1
70,23,0.4,male,10,2,42,1
70,23,0.4,male,10,3,47,1
70,23,0.4,male,10,4,47,1
70,23,0.4,male,10,5,49,1
70,23,0.4,male,10,6,52,1
70,23,0.4,male,10,7,52,1
70,23,0.4,male,10,8,54,1
70,23,0.4,male,10,9,54,1
70,23,0.4,male,10,10,61,1
71,23,0.4,female,1,1,19,1
71,23,0.4,female,1,2,24,1
71,23,0.4,female,1,3,40,1
71,23,0.4,female,1,4,47,1
71,23,0.4,female,1,5,54,1
71,23,0.4,female,1,6,56,1
71,23,0.4,female,1,7,68,1
71,23,0.4,female,1,8,73,1
71,23,0.4,female,1,9,80,1
71,23,0.4,female,1,10,84,1
72,23,0.4,female,2,1,19,1
72,23,0.4,female,2,2,21,1
72,23,0.4,female,2,3,28,1
72,23,0.4,female,2,4,40,1
72,23,0.4,female,2,5,45,1
72,23,0.4,female,2,6,54,1
72,23,0.4,female,2,7,56,1
72,23,0.4,female,2,8,73,1
72,23,0.4,female,2,9,80,1
72,23,0.4,female,2,10,84,1
73,23,0.4,female,3,1,24,1
73,23,0.4,female,3,2,33,1
73,23,0.4,female,3,3,40,1
73,23,0.4,female,3,4,42,1
73,23,0.4,female,3,5,52,1
73,23,0.4,female,3,6,52,1
73,23,0.4,female,3,7,56,1
73,23,0.4,female,3,8,68,1
73,23,0.4,female,3,9,80,1
73,23,0.4,female,3,10,80,1
74,23,0.4,female,4,1,19,1
74,23,0.4,female,4,2,33,1
74,23,0.4,female,4,3,35,1
74,23,0.4,female,4,4,42,1
74,23,0.4,female,4,5,45,1
74,23,0.4,female,4,6,66,1
74,23,0.4,female,4,7,66,1
74,23,0.4,female,4,8,73,1
74,23,0.4,female,4,9,75,1
74,23,0.4,female,4,10,80,1
75,23,0.4,female,5,1,21,1
75,23,0.4,female,5,2,24,1
75,23,0.4,female,5,3,33,1
75,23,0.4,female,5,4,35,1
75,23,0.4,female,5,5,49,1
75,23,0.4,female,5,6,52,1
75,23,0.4,female,5,7,66,1
75,23,0.4,female,5,8,70,1
75,23,0.4,female,5,9,73,1
75,23,0.4,female,5,10,87,1
76,23,0.4,female,6,1,21,1
76,23,0.4,female,6,2,24,1
76,23,0.4,female,6,3,31,1
76,23,0.4,female,6,4,49,1
76,23,0.4,female,6,5,52,1
76,23,0.4,female,6,6,56,1
76,23,0.4,female,6,7,70,1
76,23,0.4,female,6,8,75,1
76,23,0.4,female,6,9,77,1
76,23,0.4,female,6,10,82,1
77,23,0.4,female,7,1,7,1
77,23,0.4,female,7,2,33,1
77,23,0.4,female,7,3,40,1
77,23,0.4,female,7,4,45,1
77,23,0.4,female,7,5,47,1
77,23,0.4,female,7,6,47,1
77,23,0.4,female,7,7,49,1
77,23,0.4,female,7,8,49,1
77,23,0.4,female,7,9,61,1
77,23,0.4,female,7,10,75,1
78,23,0.4,female,8,1,19,1
78,23,0.4,female,8,2,24,1
78,23,0.4,female,8,3,28,1
78,23,0.4,female,8,4,40,1
78,23,0.4,female,8,5,52,1
78,23,0.4,female,8,6,66,1
78,23,0.4,female,8,7,70,1
78,23,0.4,female,8,8,73,1
78,23,0.4,female,8,9,77,1
78,23,0.4,female,8,10,84,1
79,23,0.4,female,9,1,19,1
79,23,0.4,female,9,2,24,1
79,23,0.4,female,9,3,31,1
79,23,0.4,female,9,4,40,1
79,23,0.4,female,9,5,49,1
79,23,0.4,female,9,6,52,1
79,23,0.4,female,9,7,56,1
79,23,0.4,female,9,8,56,1
79,23,0.4,female,9,9,77,1
79,23,0.4,female,9,10,84,1
80,23,0.4,female,10,1,24,1
80,23,0.4,female,10,2,31,1
80,23,0.4,female,10,3,40,1
80,23,0.4,female,10,4,40,1
80,23,0.4,female,10,5,49,1
